,artist,track,uri,time,ms_played
5288,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-12-21 22:53,178510
5289,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-12-21 22:53,1718
5290,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-12-21 22:56,218493
5291,Lake Street Dive,Got Me Fooled,spotify:track:0RGO9Mx6WoCnySjXwEUyIN,2021-12-21 23:00,212653
5292,Lake Street Dive,Henriette (Live),spotify:track:3IuRlVr2qVA9aHSNUsxgsE,2021-12-21 23:05,6563
5293,Lake Street Dive,My Speed,spotify:track:0OnTLEBo6OkXzH8ZE3RdTr,2021-12-21 23:05,290546
5294,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-12-21 23:08,213933
5295,Lake Street Dive,You Go Down Smooth,spotify:track:65EVlEBJkMJCskhQwUUGew,2021-12-21 23:12,3485
5296,Lake Street Dive,We All Love the Same Songs,spotify:track:79cYu7JDRdCNP9IlhwAZOD,2021-12-21 23:12,233000
5297,Lake Street Dive,Anymore,spotify:track:11uDkfcnZnSINxQfdLyYfm,2021-12-21 23:12,3041
5298,Lake Street Dive,Same Old News,spotify:track:0juDkd1zAXxKwrUdnF1WPb,2021-12-21 23:17,276623
5299,Lake Street Dive,Hypotheticals - Edit,spotify:track:1x05ZRPr2FprwUP7MjWefh,2021-12-21 23:20,190647
5300,Lake Street Dive,Musta Been Something,spotify:track:0Vr6vFlxGoAMs6RPA5vJZY,2021-12-21 23:25,4482
5301,Lake Street Dive,Jameson,spotify:track:7dA7ZKo3Bo3XktF3bVdN5u,2021-12-21 23:25,275473
5302,Frank Ocean,Not Just Money,spotify:track:3iW3y326xuRpNVXzOMBZy5,2021-12-21 23:28,510
5303,Frank Ocean,Sierra Leone,spotify:track:1HwbgJAU9PZ7YbzKgVgoIF,2021-12-21 23:28,766
5304,Frank Ocean,Crack Rock,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,2021-12-21 23:28,1068
5305,Frank Ocean,Seigfried,spotify:track:1BViPjTT585XAhkUUrkts0,2021-12-21 23:28,4388
5306,Lake Street Dive,Good Kisser,spotify:track:7BDbyDs5FUmnh955RABFd7,2021-12-21 23:28,14474
5307,Lake Street Dive,Being a Woman,spotify:track:3LQASjzUVNkquf6sCxax7i,2021-12-21 23:28,169856
5308,Frank Ocean,Godspeed,spotify:track:34xTFwjPQ1dC6uJmleno7x,2021-12-21 23:31,177922
5309,Frank Ocean,Close To You,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,2021-12-21 23:32,85754
5310,Frank Ocean,Dear April (Side A - Acoustic),spotify:track:62ljuuXo0zrcrtJnnOhfxT,2021-12-21 23:36,0
5311,Frank Ocean,Skyline To,spotify:track:4xR3MAscflQ262kMeiKshQ,2021-12-21 23:36,184600
5312,Frank Ocean,Monks,spotify:track:0msrDPXxZpts4FRnoX0bFr,2021-12-21 23:36,1323
5313,Frank Ocean,In My Room,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,2021-12-21 23:36,1207
5314,Frank Ocean,Swim Good,spotify:track:3CgZCQyuyxHRMWB9BTwmni,2021-12-21 23:36,3616
5315,Frank Ocean,Provider,spotify:track:6R6ihJhRbgu7JxJKIbW57w,2021-12-21 23:38,108692
5316,William Pint & Felicia Dale,The Dreadnaught,spotify:track:7pbUBoAUewp7qTiTKQIPKs,2021-12-22 01:05,40344
5317,Krewella,No Control,spotify:track:5yFhOx23Dnz3h7hplodAgf,2021-12-22 01:06,4840
5318,Frank Ocean,Provider,spotify:track:6R6ihJhRbgu7JxJKIbW57w,2021-12-22 21:43,134354
5319,Frank Ocean,DHL,spotify:track:2INhKpUdzh7v0j041gZNsz,2021-12-22 21:47,268893
5320,Frank Ocean,Pilot Jones,spotify:track:2ohegz9maxzroKBu9YhcCM,2021-12-22 21:48,9633
5321,Frank Ocean,Self Control,spotify:track:5GUYJTQap5F3RDQiCOJhrS,2021-12-22 21:52,249667
5322,Frank Ocean,White Ferrari,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,2021-12-22 21:59,766
5323,Frank Ocean,Pink + White,spotify:track:3xKsf9qdS1CyvXSMEid6g8,2021-12-22 21:59,580
5324,Frank Ocean,Futura Free,spotify:track:5k8LB57xOq8UUNVaKWSqrf,2021-12-22 21:59,696
5325,Frank Ocean,Be Yourself,spotify:track:1IdZvb2XK8NmsovQlV6CPn,2021-12-22 21:59,20968
5326,Frank Ocean,Pretty Sweet,spotify:track:17yrCsl1Ai6CZLBmGj6d6p,2021-12-22 21:59,673
5327,Frank Ocean,White Ferrari,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,2021-12-22 22:03,248807
5328,Frank Ocean,Pink + White,spotify:track:3xKsf9qdS1CyvXSMEid6g8,2021-12-22 22:06,184516
5329,Frank Ocean,Novacane,spotify:track:4osgfFTICMkcGbbigdsa53,2021-12-22 22:08,82505
5330,Masakoi,Saturn,spotify:track:6Pk9g0RyrCX1MCczAAnowX,2021-12-23 01:04,269000
5331,EARTHGANG,Top Down,spotify:track:6o2YQhGPwCdYBPpisPFInv,2021-12-23 01:07,196493
5332,Patrick Sweany,One Thing (2020),spotify:track:5AU6psoPKvjkfgISTSrbCS,2021-12-23 01:11,246053
5333,DanDlion,BETTERMAN,spotify:track:4epXyYUOxtpwI0QTrlLCZ7,2021-12-23 01:15,254792
5334,Alabama Shakes,Hold On,spotify:track:1EuvOdyyzhFUP2z3gfr6xz,2021-12-23 01:19,226186
5335,Khalid,Vertigo,spotify:track:7stcuQtnHL7C6XdPvpwywv,2021-12-23 01:23,270413
5336,Rex Orange County,Best Friend,spotify:track:3rPtS4nfpy7PsARctAWpzd,2021-12-23 01:28,262231
5337,Rejjie Snow,Mirrors,spotify:track:3IqpT9lNzAkh0rEmRTf26y,2021-12-23 01:32,222666
5338,Midland,Electric Rodeo,spotify:track:30NNgmydG6afRcPV4PmFW8,2021-12-23 01:34,35431
5339,Krewella,No Control,spotify:track:5yFhOx23Dnz3h7hplodAgf,2021-12-23 02:11,158883
5340,Shooter Jennings,Gene's Song,spotify:track:7gm7urxj38T7wgxcPxFUI4,2021-12-23 02:15,271386
5341,bbno$,edamame (feat. Rich Brian) - Diplo Remix,spotify:track:1fvEC5ksBfgjGWVNP9eJ2t,2021-12-23 02:18,175309
5342,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-12-23 02:22,213933
5343,DanDlion,BETTERMAN,spotify:track:4epXyYUOxtpwI0QTrlLCZ7,2021-12-23 02:26,254792
5344,Rachel Bobbitt,Iris Road,spotify:track:4jnE0kIfLcrW3221E4kmsU,2021-12-23 02:30,217241
5345,Fat Night,Special,spotify:track:4vVgZDer6avz1Hz395sqCc,2021-12-23 02:34,274266
5346,Lake Street Dive,Anymore,spotify:track:11uDkfcnZnSINxQfdLyYfm,2021-12-23 02:38,250934
5347,Motel Radio,In My Blood,spotify:track:7k4vaemd7VxmddN7jgZAoZ,2021-12-23 02:42,207788
5348,Galantis,Alien,spotify:track:6VBLbFCArFuTTEXFlQFZZs,2021-12-23 02:45,165858
5349,Pink Sweat$,Midnight River (feat. 6LACK),spotify:track:5HphhcOuLFWBj9IghbrKJB,2021-12-23 02:48,184242
5350,Aminé,Mad Funny Freestyle,spotify:track:2pGz1Afwxe0KHJtJLwm0Kd,2021-12-23 02:50,101744
5351,Big Wild,Empty Room - Cabu Remix,spotify:track:64c7VPaG2oVXyhfq57peBd,2021-12-23 02:53,226978
5352,Monsta X,MIDDLE OF THE NIGHT,spotify:track:2QqHAiFdDZKFJkr1xCV9dG,2021-12-23 02:56,166213
5353,NoMBe,Paint California,spotify:track:3gO5XTzRxOcOU13ndEvdeB,2021-12-23 03:00,207133
5354,Harry Styles,Canyon Moon,spotify:track:5IhzJOXNE7ki0IIJbZbnGq,2021-12-23 03:00,45993
5355,Motel Radio,Ego Death,spotify:track:4MV1o3JsUWqCD9LVXb82Cf,2021-12-23 03:05,271270
5356,Motel Radio,Midnight,spotify:track:7GRcim0xmBLWkC7ab9AmkN,2021-12-23 03:09,255300
5357,Motel Radio,Bad Guys,spotify:track:7gltbJHMXXPaL2FNaWOtBn,2021-12-23 03:14,286793
5358,Motel Radio,Liquor Dreams,spotify:track:4WaMpVyiwf5eH9bO85c2E1,2021-12-23 06:13,177785
5359,Krewella,No Control,spotify:track:5yFhOx23Dnz3h7hplodAgf,2021-12-23 17:17,163479
5360,Shooter Jennings,Gene's Song,spotify:track:7gm7urxj38T7wgxcPxFUI4,2021-12-23 17:22,271386
5361,bbno$,edamame (feat. Rich Brian) - Diplo Remix,spotify:track:1fvEC5ksBfgjGWVNP9eJ2t,2021-12-23 17:25,175309
5362,Lake Street Dive,Baby Don't Leave Me Alone With My Thoughts,spotify:track:6pro0cjgB0tU0V1tifYA2i,2021-12-23 17:28,213933
5363,DanDlion,BETTERMAN,spotify:track:4epXyYUOxtpwI0QTrlLCZ7,2021-12-23 17:32,254792
5364,Rachel Bobbitt,Iris Road,spotify:track:4jnE0kIfLcrW3221E4kmsU,2021-12-23 17:36,217241
5365,Fat Night,Special,spotify:track:4vVgZDer6avz1Hz395sqCc,2021-12-23 17:41,274266
5366,Lake Street Dive,Anymore,spotify:track:11uDkfcnZnSINxQfdLyYfm,2021-12-23 17:45,250934
5367,Motel Radio,In My Blood,spotify:track:7k4vaemd7VxmddN7jgZAoZ,2021-12-23 17:48,207788
5368,Galantis,Alien,spotify:track:6VBLbFCArFuTTEXFlQFZZs,2021-12-23 17:51,165858
5369,Pink Sweat$,Midnight River (feat. 6LACK),spotify:track:5HphhcOuLFWBj9IghbrKJB,2021-12-23 17:54,184242
5370,Aminé,Mad Funny Freestyle,spotify:track:2pGz1Afwxe0KHJtJLwm0Kd,2021-12-23 17:56,101744
5371,Big Wild,Empty Room - Cabu Remix,spotify:track:64c7VPaG2oVXyhfq57peBd,2021-12-23 18:00,226978
5372,Monsta X,MIDDLE OF THE NIGHT,spotify:track:2QqHAiFdDZKFJkr1xCV9dG,2021-12-23 18:02,166213
5373,NoMBe,Paint California,spotify:track:3gO5XTzRxOcOU13ndEvdeB,2021-12-23 18:06,207133
5374,Harry Styles,Canyon Moon,spotify:track:5IhzJOXNE7ki0IIJbZbnGq,2021-12-23 18:09,189786
5375,Taylor Swift,Getaway Car,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,2021-12-23 19:13,233626
5376,BAYNK,Water,spotify:track:0bHLNUoBzK83c61N9W4ohF,2021-12-23 19:16,175193
5377,Big Wild,Heaven,spotify:track:3yyYITDgnjAnJ33cn4E9gF,2021-12-23 19:20,217043
5378,Big Wild,Mopsy's Interlude,spotify:track:1ldWGh25sWR7e6enx4JFVx,2021-12-23 19:22,132244
5379,Big Wild,Purple Sand (My Home),spotify:track:4knUlOyIeFGKH1ObRzfRcl,2021-12-23 19:32,218940
5380,Whitehall,Vacation Home,spotify:track:16i6EyHRRvbgWSIxy6H2mI,2021-12-23 19:37,276500
5381,The Neighbourhood,Lost in Translation,spotify:track:5TUZhrb8UaaA76NhzZax2Z,2021-12-23 19:39,149541
5382,The Neighbourhood,Lost in Translation,spotify:track:5TUZhrb8UaaA76NhzZax2Z,2021-12-23 19:40,1370
5383,Taylor Swift,Style,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,2021-12-23 19:40,680
5384,Fantastic Negrito,Chocolate Samurai,spotify:track:0Tnt1pxkoNdX1ZWkRTW8f6,2021-12-23 19:40,4010
5385,Taylor Swift,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,2021-12-23 19:40,1290
5386,The Four Freshmen,Nights Are Longer,spotify:track:0Vd1rfh0fDvbNQ91NUxjIS,2021-12-23 19:40,2070
5387,Taylor Swift,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,2021-12-23 19:44,4003
5388,Vampire Weekend,Flower Moon (feat. Steve Lacy),spotify:track:3ujuDsiyBLAXAB6dtNwpGu,2021-12-23 19:44,237346
5389,Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,2021-12-23 19:50,285106
5390,Taylor Swift,Style,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,2021-12-23 19:54,231000
5391,Taylor Swift,willow,spotify:track:0lx2cLdOt3piJbcaXIV74f,2021-12-23 19:58,214706
5392,Aries,RIDING,spotify:track:4JnX8tY9me7jHqDwgifhwU,2021-12-23 20:00,145867
5393,Bea Miller,Playground (from the series Arcane League of Legends),spotify:track:5f2zZawBtGBEw24ABweErz,2021-12-23 20:04,230525
5394,Bruno Mars,777,spotify:track:2K6vUau7bnZUamjbRSOOvJ,2021-12-23 20:07,165000
5395,Twenty One Pilots,The Outside - Livestream Version,spotify:track:2wOuPlBMtQbvLEmgDlnaoo,2021-12-23 20:07,17722
5396,Normani,Wild Side (feat. KAYTRANADA) - KAYTRANADA Remix,spotify:track:2smDPFcFsLTxDrckkOL2gR,2021-12-23 20:11,264000
5397,Kali Uchis,Another day in America (with Ozuna),spotify:track:0SRBovIdW5xMxuw7ZR9pHz,2021-12-23 20:14,167000
5398,Sech,Borracho,spotify:track:0rsTDgGRlXKuzSAxcdb4Ns,2021-12-23 20:18,219750
5399,Taylor Swift,cardigan,spotify:track:6T8q5MKIssjaPAriW9D90E,2021-12-23 20:25,239560
5400,Said The Whale,Honey Lungs,spotify:track:07M4ATBuyTDznegcwDcpLW,2021-12-23 20:28,180335
5401,Arkells,You Can Get It,spotify:track:3BjstRlotG8DwsUnmF4lF4,2021-12-23 20:31,176445
5402,Bruno Mars,Fly As Me,spotify:track:3a6FcTyvSf0ED3VXeH3PJ5,2021-12-23 20:35,219389
5403,Surfaces,Little Saint Nick - Spotify Singles Holiday,spotify:track:783uQjYQHG88UbHRuM16K4,2021-12-23 20:37,117749
5404,Dengaryu,センチメンタル・ジャーニー,spotify:track:0lBpA4UvWn6sFWvxmr32py,2021-12-23 20:41,252200
5405,Samm Henshaw,Broke,spotify:track:1JqcZQCnxjDOfZZwQidb1H,2021-12-23 20:45,207722
5406,Q,Take Me Where Your Heart Is,spotify:track:1RJl5cZ8kFpoVFOS2x6scI,2021-12-23 20:48,192896
5407,Kanye West,Praise God,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,2021-12-23 20:52,24243
5408,Leon Thomas,PLW,spotify:track:6IWCYw5tcnEZfX5HPa8O5Z,2021-12-23 20:52,234809
5409,Kanye West,Praise God,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,2021-12-24 18:25,202349
5410,Randy Travis,1982,spotify:track:31lfvDUMzQ3siXemj9G5xV,2021-12-24 18:29,1091
5411,Greta Van Fleet,"Lover, Leaver",spotify:track:1OWSsdbAXFyPDo6khogqAW,2021-12-24 18:29,952
5412,Frank Ocean,Skyline To,spotify:track:4xR3MAscflQ262kMeiKshQ,2021-12-24 18:29,1252
5413,Post Malone,I'm Gonna Be,spotify:track:1ckLp8lCl8LipXI0ypX72m,2021-12-24 18:29,200680
5414,Avenged Sevenfold,Wish You Were Here,spotify:track:4JwxJm8zCPbc1DMcfVdbBl,2021-12-24 18:29,2136
5415,Denzel Curry,SUMO | ZUMO,spotify:track:7EHAXZenBzmGCpccWCyg8z,2021-12-24 18:29,928
5416,Randy Travis,1982,spotify:track:31lfvDUMzQ3siXemj9G5xV,2021-12-24 18:32,859
5417,ScHoolboy Q,Druggys Wit Hoes Again (feat. Ab Soul),spotify:track:4vpNOBwJSl8HA3pLXY6c8U,2021-12-24 18:32,975
5418,Terence Etc.,Infinince or Infinity?,spotify:track:10vwPX3tVUonwBrRZpPLl0,2021-12-24 18:32,1068
5419,GRiZ,My Friends and I Pt. 3,spotify:track:2B8SN5jvaYseOKAJICd775,2021-12-24 18:32,1091
5420,Mike Zito,Mississippi Nights,spotify:track:4FdgENJLxPqHFu9kX3iR4j,2021-12-24 18:32,998
5421,Greta Van Fleet,"Lover, Leaver",spotify:track:1OWSsdbAXFyPDo6khogqAW,2021-12-24 18:32,142709
5422,The Main Squeeze,Sweet Divine,spotify:track:2WxmotZP2hh9q6l7nnjVam,2021-12-24 18:32,1044
5423,Dua Lipa,Lost In Your Light (feat. Miguel),spotify:track:1v3bR4v6SruaE8efrTUqqp,2021-12-24 18:32,1114
5424,Joji,Demons,spotify:track:77UXyXy6qie0sOtLdEIH4A,2021-12-24 18:32,1393
5425,Zara Larsson,Don't Worry Bout Me,spotify:track:507tQXutCPYNFkpOq8tmKF,2021-12-24 18:32,2089
5426,Electric Light Orchestra,Evil Woman,spotify:track:5qRJD1yaLJ5s0J3JpbgnwA,2021-12-24 18:32,1625
5427,Harry Styles,Canyon Moon,spotify:track:5IhzJOXNE7ki0IIJbZbnGq,2021-12-24 18:32,1486
5428,Your Old Droog,Train Love,spotify:track:4dyqjATpeX4aSqf1uW3Vkr,2021-12-24 18:32,1068
5429,Neighbor Susan,Mortal Wombat!,spotify:track:24IKjPxT3t8mCAIMd9YwcP,2021-12-24 18:32,1114
5430,Joey Pecoraro,Finding Parking,spotify:track:29uGke73C3JUzciyUBRrkD,2021-12-24 18:32,1021
5431,Foo Fighters,Make It Right,spotify:track:33OVwHAdsrJELptAp74TqW,2021-12-24 18:32,1184
5432,Post Malone,Leave,spotify:track:5dI1yHSqgmilFEqpGbqxHh,2021-12-24 18:32,1021
5433,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,2021-12-24 18:32,1068
5434,Foo Fighters,The Sky Is A Neighborhood,spotify:track:3kdMzXOcrDIdSWLdONHNK5,2021-12-24 18:32,1160
5435,The Smashing Pumpkins,Dulcet In E,spotify:track:01fvV8K3YBismN2ewsUi1K,2021-12-24 18:32,1555
5436,Taylor Swift,the last great american dynasty,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,2021-12-24 18:32,1625
5437,Matt Maeson,Hallucinogenics - Vallis Alps Remix,spotify:track:5BcgMsAhoEgR6nmZHhAZEg,2021-12-24 18:32,1207
5438,ScHoolboy Q,THat Part,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,2021-12-24 18:32,975
5439,Avenged Sevenfold,Jade Helm - Instrumental,spotify:track:47sjTh1xoLQJgdUyUu70t7,2021-12-24 18:32,1462
5440,Zara Larsson,Don't Worry Bout Me,spotify:track:507tQXutCPYNFkpOq8tmKF,2021-12-24 18:36,203864
5441,Dua Lipa,Lost In Your Light (feat. Miguel),spotify:track:1v3bR4v6SruaE8efrTUqqp,2021-12-24 18:40,203769
5442,Nyck Caution,Bad Day (feat. Denzel Curry),spotify:track:21o3VmgKWzVfHWdUUbqJt2,2021-12-24 18:42,154946
5443,Curtis Harding,Our Love (from the series Arcane League of Legends),spotify:track:0OFSdfkFF5wLszOz0csftu,2021-12-24 18:56,218248
5444,"Hank Williams, Jr.",Are You Ready For The Country,spotify:track:0CtBgaVShHGgZoh57JAglY,2021-12-24 18:59,209440
5445,Gov't Mule,Traveling Tune,spotify:track:0PgGRVGvHntz6YecbOy0wH,2021-12-24 19:04,317106
5446,ASL,Hey Mister,spotify:track:6yq7yTOP4GaN5Edu60395a,2021-12-24 19:09,185197
5447,"Tyler, The Creator",Glitter,spotify:track:0qtK3XwbuG153dmwB8iepL,2021-12-24 19:20,224893
5448,Sabaton,The Lost Battalion,spotify:track:6HlcJ8rDBZiIyzrfTkCY8R,2021-12-24 19:21,928
5449,David Blazer,Reasons,spotify:track:3GsoB9ufYDA2ccUN8wwWgP,2021-12-24 19:21,2368
5450,Midland,Put The Hurt On Me,spotify:track:3HWq3kx5FJwjKqiJdlHmdZ,2021-12-24 19:21,1486
5451,Cage The Elephant,Cigarette Daydreams,spotify:track:2tznHmp70DxMyr2XhWLOW0,2021-12-24 19:21,3459
5452,Kendrick Lamar,Swimming Pools (Drank),spotify:track:6REbwUNlppTfcnV4d4ZoZi,2021-12-24 19:21,1393
5453,King Princess,1950,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,2021-12-24 19:21,1300
5454,Mac Miller,Inside Outside,spotify:track:2EFqMCOdTTkcFYHoJH21Jr,2021-12-24 19:21,2693
5455,Aminé,Riri,spotify:track:1VjNQAm7bG3MLIC5Cwb508,2021-12-24 19:21,4551
5456,GRACEY,Empty Love (Cureton Remix Ft. Ruel),spotify:track:32HsU0PhhxnsC687CyVKm9,2021-12-24 19:21,3018
5457,Mac Miller,Woods,spotify:track:3Qa944OTMZkg8DHjET8JQv,2021-12-24 19:21,1068
5458,Fleetwood Mac,Gold Dust Woman - 2004 Remaster,spotify:track:2w3ScXudq4aD3K5HFO5xvx,2021-12-24 19:21,7709
5459,Khalid,Eleven,spotify:track:18O00Y7yrkJ0pRXm1n21Og,2021-12-24 19:21,1857
5460,Bruno Mars,Fly As Me,spotify:track:3a6FcTyvSf0ED3VXeH3PJ5,2021-12-24 19:21,1091
5461,Pink Sweat$,Midnight River (feat. 6LACK),spotify:track:5HphhcOuLFWBj9IghbrKJB,2021-12-24 19:21,1346
5462,Rex Orange County,Television / So Far So Good,spotify:track:27rZYxE4l21wTaovX4WTnI,2021-12-24 19:21,11266
5463,Dirty Heads,Listen To Me,spotify:track:6kCqR0FkkD668JMTXBAGw7,2021-12-24 19:21,1160
5464,Sam Smith,Kids Again,spotify:track:1ABS9lKaZ1uXkXCqr9zFO7,2021-12-24 19:21,1253
5465,6LACK,Pretty Little Fears (feat. J. Cole),spotify:track:4at3d5QWnlibMVN75ECDrp,2021-12-24 19:21,1602
5466,Florence + The Machine,Ship To Wreck,spotify:track:20NEld0MhrR4Zpgrf9brq8,2021-12-24 19:21,952
5467,Mike Diva,Our Glorious Leader (Japanese Trump Commercial Theme) - Original Mix,spotify:track:60zqNZqwZqime0GmEI1syJ,2021-12-24 19:21,1741
5468,Kane Brown,Be Like That - feat. Swae Lee & Khalid,spotify:track:5f1joOtoMeyppIcJGZQvqJ,2021-12-24 19:21,1184
5469,Nané,Always On My Mind,spotify:track:4BzkIjqAMi2MYU5ZJoV9my,2021-12-24 19:21,3065
5470,Calvin Harris,Iron,spotify:track:0uqMUcdMvQtNQLO4jVockW,2021-12-24 19:21,1509
5471,Foo Fighters,"For All the Cows - Live at Reading Festival, London, UK - August 1995",spotify:track:5buTBZ2BpInSXkjWvAcDqo,2021-12-24 19:21,1021
5472,Alabama Shakes,Miss You,spotify:track:5SGLtVy6rY7ek5nr5EcTjo,2021-12-24 19:25,227066
5473,Aminé,DAPPERDAN (feat. G Herbo),spotify:track:0iMIQ9pTAwimaR9gpUwOgo,2021-12-24 19:28,172013
5474,Phil Cook,Steampowered Blues,spotify:track:5p6JFrk3tHw1RdCh1kBwH7,2021-12-24 20:05,112988
5475,The Longest Johns,Santiana,spotify:track:21Jm43WPaIsv82UJsPkMF0,2021-12-24 20:07,174500
5476,Unleash The Archers,Northwest Passage,spotify:track:3Fiz4tFoVBosOUm2uMgdlL,2021-12-24 20:07,4470
5477,Storm Weather Shanty Choir,Ring Down Below,spotify:track:0mPYN69Ko3N8HeaZwZv1am,2021-12-24 20:08,1120
5478,Storm Weather Shanty Choir,High Barbary,spotify:track:6sguMb85rfhr4dUxbxduiN,2021-12-24 20:08,540
5479,Storm Weather Shanty Choir,Ring Down Below,spotify:track:0mPYN69Ko3N8HeaZwZv1am,2021-12-24 20:09,114053
5480,Storm Weather Shanty Choir,High Barbary,spotify:track:6sguMb85rfhr4dUxbxduiN,2021-12-24 20:13,191693
5481,Stan Rogers,Rolling Down to Old Maui,spotify:track:1GpU4h6s3mc13uJgkSUPLf,2021-12-24 20:16,218133
5482,The Real McKenzies,Barrett's Privateers,spotify:track:3TLhkXFenusy509GrA8RUL,2021-12-24 20:22,270026
5483,Sean Dagher,"Roll, Boys, Roll!",spotify:track:78oB43ccLvINGO48J6E7j7,2021-12-24 20:24,115840
5484,Sean Dagher,Dead Horse,spotify:track:7MSpEzjmxk6cTyd2Wl06IM,2021-12-24 20:28,67173
5485,Sean Dagher,Leave Her Johnny,spotify:track:2vaa0nnDnNTlxCh7fCmjsr,2021-12-24 20:30,132293
5486,William Pint & Felicia Dale,The Dreadnaught,spotify:track:7pbUBoAUewp7qTiTKQIPKs,2021-12-24 20:40,393573
5487,Michiel Schrey,Running Down to Cuba,spotify:track:7I5Io7uuk6kFvFe16Wm3xZ,2021-12-24 20:41,89880
5488,John Roberts,Roll Down,spotify:track:7kKij7JoKP18RGmzki96hj,2021-12-24 20:42,15810
5489,Michiel Schrey,Fish in the Sea,spotify:track:4gofFADVe6CBXoNQHuxwiF,2021-12-24 20:43,89253
5490,The Fisherman’s Friends,Shanty Man,spotify:track:5SNxHRzOTTHDFdDSh6Axez,2021-12-24 20:47,207906
5491,The Longest Johns,Wellerman,spotify:track:6ZblDQM0Gq0daaPAwuHOmD,2021-12-24 20:49,136500
5492,Sean Dagher,Randy Dandy Oh,spotify:track:6Fv0O8eHNcWO1DmF0EMrRc,2021-12-24 20:50,95293
5493,The Longest Johns,Drunken Sailor,spotify:track:4n5UwoPQn0tBlqxQjyEMdB,2021-12-24 21:03,144760
5494,Kimber's Men,SOUTH AUSTRALIA,spotify:track:7cJUHN31KfyZjdAUnFq5ih,2021-12-24 21:05,135558
5495,Nils Brown,Lowlands Away,spotify:track:0xQulEotE4SkbS4hpi9P9X,2021-12-24 21:10,173666
5496,The Longest Johns,Santiana,spotify:track:21Jm43WPaIsv82UJsPkMF0,2021-12-24 21:25,247971
5497,Unleash The Archers,Northwest Passage,spotify:track:3Fiz4tFoVBosOUm2uMgdlL,2021-12-24 21:29,275648
5498,Storm Weather Shanty Choir,Ring Down Below,spotify:track:0mPYN69Ko3N8HeaZwZv1am,2021-12-24 21:31,114053
5499,Storm Weather Shanty Choir,High Barbary,spotify:track:6sguMb85rfhr4dUxbxduiN,2021-12-24 21:40,191693
5500,Stan Rogers,Rolling Down to Old Maui,spotify:track:1GpU4h6s3mc13uJgkSUPLf,2021-12-24 21:43,218133
5501,The Real McKenzies,Barrett's Privateers,spotify:track:3TLhkXFenusy509GrA8RUL,2021-12-24 21:48,270026
5502,Sean Dagher,"Roll, Boys, Roll!",spotify:track:78oB43ccLvINGO48J6E7j7,2021-12-24 21:50,115840
5503,Sean Dagher,Dead Horse,spotify:track:7MSpEzjmxk6cTyd2Wl06IM,2021-12-24 21:53,67173
5504,Sean Dagher,Leave Her Johnny,spotify:track:2vaa0nnDnNTlxCh7fCmjsr,2021-12-24 21:55,132293
5505,William Pint & Felicia Dale,The Dreadnaught,spotify:track:7pbUBoAUewp7qTiTKQIPKs,2021-12-24 22:05,393573
5506,Michiel Schrey,Running Down to Cuba,spotify:track:7I5Io7uuk6kFvFe16Wm3xZ,2021-12-24 22:07,89880
5507,John Roberts,Roll Down,spotify:track:7kKij7JoKP18RGmzki96hj,2021-12-24 22:09,168200
5508,The Fisherman’s Friends,Shanty Man,spotify:track:5SNxHRzOTTHDFdDSh6Axez,2021-12-24 22:11,7258
5509,Michiel Schrey,Fish in the Sea,spotify:track:4gofFADVe6CBXoNQHuxwiF,2021-12-24 22:11,89253
5510,The Longest Johns,Wellerman,spotify:track:6ZblDQM0Gq0daaPAwuHOmD,2021-12-24 22:13,136500
5511,Sean Dagher,Randy Dandy Oh,spotify:track:6Fv0O8eHNcWO1DmF0EMrRc,2021-12-24 22:15,95293
5512,Nils Brown,Lowlands Away,spotify:track:0xQulEotE4SkbS4hpi9P9X,2021-12-24 22:17,2010
